"Series.Name","Series.Code","Country.Name","Country.Code","value"
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Cuba","CUB",2.68603255179862
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Cyprus","CYP",1.67927372879697
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Czech Republic","CZE",4.53562869858659
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Denmark","DNK",0.988024995480515
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Djibouti","DJI",6.50050830791793
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Equatorial Guinea","GNQ",-8.28496885545763
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Eritrea","ERI",8.67979993646826
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Estonia","EST",1.44421310300862
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Fiji","FJI",5.56346080746575
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Finland","FIN",0.210290275684116
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","France","FRA",1.27418032469893
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Gabon","GAB",4.01282756491337
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Gambia, The","GMB",4.71587913378204
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Georgia","GEO",2.7749280945405
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Germany","DEU",1.7207335002516
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Greece","GRC",-0.219147178263057
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Guinea","GIN",0.09999452777447
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Guinea-Bissau","GNB",4.79677983138016
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Guyana","GUY",3.00581407784517
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Hungary","HUN",3.14808382902419
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Iceland","ISL",3.95712220060858
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Iran, Islamic Rep.","IRN",4.34334340221696
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Iraq","IRQ",3.01992456355764
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Ireland","IRL",26.2760572694316
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Israel","ISR",2.50783606159001
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Italy","ITA",0.731730561315075
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Japan","JPN",1.21943813894599
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Jordan","JOR",2.38268685636369
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Kazakhstan","KAZ",1.19999999999956
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Korea, Rep.","KOR",2.61193540870619
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Kuwait","KWT",1.84699926221793
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Lao PDR","LAO",7.3503860077324
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Latvia","LVA",2.7383702002187
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Lebanon","LBN",1.30000000005757
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Lesotho","LSO",1.6119404351862
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Liberia","LBR",0
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Libya","LBY",-62.0759195849001
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Lithuania","LTU",1.61678997816566
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Luxembourg","LUX",4.84923322229909
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Macedonia, FYR","MKD",3.6652803609359
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Malawi","MWI",2.82618133136032
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Malaysia","MYS",4.96878521601461
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Mali","MLI",5.96258159051517
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Mauritania","MRT",4.20621405554971
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Mauritius","MUS",3.46866413216178
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Moldova","MDA",-0.500000006226458
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Mozambique","MOZ",6.60972321382343
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Namibia","NAM",5.29522234840429
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Netherlands","NLD",1.95171098230912
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","New Zealand","NZL",3.392999933052
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Norway","NOR",1.61102710806024
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Oman","OMN",5.65307373907712
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Panama","PAN",5.77739363081788
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Papua New Guinea","PNG",8.5339018016779
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Poland","POL",3.94091076226562
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Portugal","PRT",1.4502479722216
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Puerto Rico","PRI",-0.577342696533066
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Qatar","QAT",3.55101568700967
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Russian Federation","RUS",-3.72667344001421
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Samoa","WSM",1.63477602628133
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Sao Tome and Principe","STP",3.97325511223774
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Saudi Arabia","SAU",3.48561679152148
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Serbia","SRB",0.757715153115953
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Sierra Leone","SLE",-20.5987707153392
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Slovak Republic","SVK",3.83108477990184
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Slovenia","SVN",2.31664485939768
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Solomon Islands","SLB",3.73443983402491
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","South Africa","ZAF",1.26465137815678
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Spain","ESP",3.21428640203662
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","St. Vincent and the Grenadines","VCT",1.60308378436656
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Sudan","SDN",4.90604517452817
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Suriname","SUR",-0.299980646409921
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Swaziland","SWZ",1.86720331123303
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Sweden","SWE",4.12388430127406
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Switzerland","CHE",0.842236937577141
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Syrian Arab Republic","SYR",5.69999999644881
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Tajikistan","TJK",6
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Thailand","THA",2.82833528757919
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Trinidad and Tobago","TTO",-0.578521567736374
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Tunisia","TUN",0.9946425233517
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Turkey","TUR",3.97194514959554
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Turkmenistan","TKM",6.49999990951666
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Ukraine","UKR",-9.86978436230361
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","United Arab Emirates","ARE",3.75764285270105
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","United Kingdom","GBR",2.22150212833063
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","United States","USA",2.59614804050973
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Uruguay","URY",0.982258642999142
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Uzbekistan","UZB",7.99999999716303
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Vanuatu","VUT",-0.801094177413049
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Venezuela, RB","VEN",-3.89438647450662
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Yemen, Rep.","YEM",-28.0968348895933
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Zambia","ZMB",2.91988111018713
"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","Zimbabwe","ZWE",0.474263932413606
"GDP (current US$)","NY.GDP.MKTP.CD","India","IND",2095398349095.54
"GDP (current US$)","NY.GDP.MKTP.CD","Bangladesh","BGD",195078665827.565
"GDP (current US$)","NY.GDP.MKTP.CD","Pakistan","PAK",271049886672.733
"GDP (current US$)","NY.GDP.MKTP.CD","Mexico","MEX",1143793184190.1
"GDP (current US$)","NY.GDP.MKTP.CD","Vietnam","VNM",193599379094.859
"GDP (current US$)","NY.GDP.MKTP.CD","Peru","PER",189111139010.075
"GDP (current US$)","NY.GDP.MKTP.CD","Colombia","COL",292080155633.31
"GDP (current US$)","NY.GDP.MKTP.CD","Philippines","PHL",292451392606.609
"GDP (current US$)","NY.GDP.MKTP.CD","Nepal","NPL",21194888047.8339
"GDP (current US$)","NY.GDP.MKTP.CD","Brazil","BRA",1774724818900.48
"GDP (current US$)","NY.GDP.MKTP.CD","Cambodia","KHM",18049954289.4229
"GDP (current US$)","NY.GDP.MKTP.CD","Ecuador","ECU",100176808000
"GDP (current US$)","NY.GDP.MKTP.CD","Bolivia","BOL",32997684515.1954
"GDP (current US$)","NY.GDP.MKTP.CD","Ethiopia","ETH",61539711686.6936
"GDP (current US$)","NY.GDP.MKTP.CD","Paraguay","PRY",27093938619.3333
"GDP (current US$)","NY.GDP.MKTP.CD","Nigeria","NGA",481066152870.266
"GDP (current US$)","NY.GDP.MKTP.CD","Indonesia","IDN",861933968740.332
"GDP (current US$)","NY.GDP.MKTP.CD","Sri Lanka","LKA",82316172384.325
"GDP (current US$)","NY.GDP.MKTP.CD","Afghanistan","AFG",19331286549.3323
"GDP (current US$)","NY.GDP.MKTP.CD","Dominican Republic","DOM",68102618092.1031
"GDP (current US$)","NY.GDP.MKTP.CD","China","CHN",11007720594138.9
"GDP (current US$)","NY.GDP.MKTP.CD","Bhutan","BTN",2057947621.19283
"GDP (current US$)","NY.GDP.MKTP.CD","Guatemala","GTM",63794152886.0397
"GDP (current US$)","NY.GDP.MKTP.CD","Nicaragua","NIC",12692562187.4933
"GDP (current US$)","NY.GDP.MKTP.CD","Chile","CHL",240796388428.74
"GDP (current US$)","NY.GDP.MKTP.CD","Kenya","KEN",63398041540.367
"GDP (current US$)","NY.GDP.MKTP.CD","Honduras","HND",20420967148.9362
"GDP (current US$)","NY.GDP.MKTP.CD","Benin","BEN",8290986804.45245
"GDP (current US$)","NY.GDP.MKTP.CD","Azerbaijan","AZE",53047140347.4527
"GDP (current US$)","NY.GDP.MKTP.CD","Ghana","GHA",37543361203.5609
"GDP (current US$)","NY.GDP.MKTP.CD","El Salvador","SLV",25850200000
"GDP (current US$)","NY.GDP.MKTP.CD","Uganda","UGA",27529249701.1469
"GDP (current US$)","NY.GDP.MKTP.CD","Tanzania","TZA",45628247290.4618
"GDP (current US$)","NY.GDP.MKTP.CD","Haiti","HTI",8765329889.9646
"GDP (current US$)","NY.GDP.MKTP.CD","Togo","TGO",4087903912.67555
"GDP (current US$)","NY.GDP.MKTP.CD","Senegal","SEN",13609989582.0353
"GDP (current US$)","NY.GDP.MKTP.CD","Madagascar","MDG",9738652322.17322
"GDP (current US$)","NY.GDP.MKTP.CD","Mongolia","MNG",11741338841.1132
"GDP (current US$)","NY.GDP.MKTP.CD","Niger","NER",7142951342.4223
"GDP (current US$)","NY.GDP.MKTP.CD","Morocco","MAR",100593283696.732
"GDP (current US$)","NY.GDP.MKTP.CD","Cameroon","CMR",28415950981.4447
"GDP (current US$)","NY.GDP.MKTP.CD","Burkina Faso","BFA",10678201939.3595
"GDP (current US$)","NY.GDP.MKTP.CD","Kyrgyz Republic","KGZ",6571853849.00585
"GDP (current US$)","NY.GDP.MKTP.CD","Egypt, Arab Rep.","EGY",330778550716.746
"GDP (current US$)","NY.GDP.MKTP.CD","Armenia","ARM",10529182498.3475
"GDP (current US$)","NY.GDP.MKTP.CD","Rwanda","RWA",8095980013.73418
"GDP (current US$)","NY.GDP.MKTP.CD","Albania","ALB",11398392444.316
"GDP (current US$)","NY.GDP.MKTP.CD","Algeria","DZA",166838617796.555
"GDP (current US$)","NY.GDP.MKTP.CD","Angola","AGO",102626929544.805
"GDP (current US$)","NY.GDP.MKTP.CD","Argentina","ARG",583168571071.407
"GDP (current US$)","NY.GDP.MKTP.CD","Australia","AUS",1339140527498.13
"GDP (current US$)","NY.GDP.MKTP.CD","Austria","AUT",376950249528.668
"GDP (current US$)","NY.GDP.MKTP.CD","Bahamas, The","BHS",8853519100
"GDP (current US$)","NY.GDP.MKTP.CD","Belarus","BLR",54608962634.9908
"GDP (current US$)","NY.GDP.MKTP.CD","Belgium","BEL",455085726960.186
"GDP (current US$)","NY.GDP.MKTP.CD","Belize","BLZ",1752861127.94553
"GDP (current US$)","NY.GDP.MKTP.CD","Bosnia and Herzegovina","BIH",16191716214.6829
"GDP (current US$)","NY.GDP.MKTP.CD","Botswana","BWA",14389717321.1029
"GDP (current US$)","NY.GDP.MKTP.CD","Brunei Darussalam","BRN",12930394937.8137
"GDP (current US$)","NY.GDP.MKTP.CD","Bulgaria","BGR",50199117547.0415
"GDP (current US$)","NY.GDP.MKTP.CD","Burundi","BDI",3097324739.82522
"GDP (current US$)","NY.GDP.MKTP.CD","Cabo Verde","CPV",1603239233.28178
"GDP (current US$)","NY.GDP.MKTP.CD","Canada","CAN",1550536520141.93
"GDP (current US$)","NY.GDP.MKTP.CD","Central African Republic","CAF",1583776759.97697
"GDP (current US$)","NY.GDP.MKTP.CD","Chad","TCD",10888798113.7866
"GDP (current US$)","NY.GDP.MKTP.CD","Comoros","COM",565689764.52408
"GDP (current US$)","NY.GDP.MKTP.CD","Congo, Rep.","COG",8553154505.83585
"GDP (current US$)","NY.GDP.MKTP.CD","Costa Rica","CRI",54136834090.867
"GDP (current US$)","NY.GDP.MKTP.CD","Cote d'Ivoire","CIV",31759248867.8039
"GDP (current US$)","NY.GDP.MKTP.CD","Croatia","HRV",48732003674.38
"GDP (current US$)","NY.GDP.MKTP.CD","Cuba","CUB",77149700000
"GDP (current US$)","NY.GDP.MKTP.CD","Cyprus","CYP",19559942331.1523
"GDP (current US$)","NY.GDP.MKTP.CD","Czech Republic","CZE",185156359571.116
"GDP (current US$)","NY.GDP.MKTP.CD","Denmark","DNK",295091333721.319
"GDP (current US$)","NY.GDP.MKTP.CD","Djibouti","DJI",1.727e+09
"GDP (current US$)","NY.GDP.MKTP.CD","Equatorial Guinea","GNQ",12202323684.1015
"GDP (current US$)","NY.GDP.MKTP.CD","Eritrea","ERI",2607739837.39837
"GDP (current US$)","NY.GDP.MKTP.CD","Estonia","EST",22459443273.8161
"GDP (current US$)","NY.GDP.MKTP.CD","Fiji","FJI",4425503074.70408
"GDP (current US$)","NY.GDP.MKTP.CD","Finland","FIN",231949650659.865
"GDP (current US$)","NY.GDP.MKTP.CD","France","FRA",2418835532882.33
"GDP (current US$)","NY.GDP.MKTP.CD","Gabon","GAB",14262032470.8493
"GDP (current US$)","NY.GDP.MKTP.CD","Gambia, The","GMB",938794719.358588
"GDP (current US$)","NY.GDP.MKTP.CD","Georgia","GEO",13965385801.7891
"GDP (current US$)","NY.GDP.MKTP.CD","Germany","DEU",3363446822668.29
"GDP (current US$)","NY.GDP.MKTP.CD","Greece","GRC",194851319174.892
"GDP (current US$)","NY.GDP.MKTP.CD","Guinea","GIN",6699203543.29047
"GDP (current US$)","NY.GDP.MKTP.CD","Guinea-Bissau","GNB",1056776883.4727
"GDP (current US$)","NY.GDP.MKTP.CD","Guyana","GUY",3166029055.69007
"GDP (current US$)","NY.GDP.MKTP.CD","Hungary","HUN",121715203207.647
"GDP (current US$)","NY.GDP.MKTP.CD","Iceland","ISL",16598494830.9142
"GDP (current US$)","NY.GDP.MKTP.CD","Iran, Islamic Rep.","IRN",425326068422.881
"GDP (current US$)","NY.GDP.MKTP.CD","Iraq","IRQ",180068537409.153
"GDP (current US$)","NY.GDP.MKTP.CD","Ireland","IRL",283703217034.49
"GDP (current US$)","NY.GDP.MKTP.CD","Israel","ISR",299415714726.768
"GDP (current US$)","NY.GDP.MKTP.CD","Italy","ITA",1821496964400.58
"GDP (current US$)","NY.GDP.MKTP.CD","Japan","JPN",4383076298081.86
"GDP (current US$)","NY.GDP.MKTP.CD","Jordan","JOR",37517410281.6901
"GDP (current US$)","NY.GDP.MKTP.CD","Kazakhstan","KAZ",184388432148.715
"GDP (current US$)","NY.GDP.MKTP.CD","Korea, Rep.","KOR",1377873107856.33
"GDP (current US$)","NY.GDP.MKTP.CD","Kuwait","KWT",114041209704.221
"GDP (current US$)","NY.GDP.MKTP.CD","Lao PDR","LAO",12369080042.8375
"GDP (current US$)","NY.GDP.MKTP.CD","Latvia","LVA",27002832427.6367
"GDP (current US$)","NY.GDP.MKTP.CD","Lebanon","LBN",47084703150.9121
"GDP (current US$)","NY.GDP.MKTP.CD","Lesotho","LSO",2278037785.7279
"GDP (current US$)","NY.GDP.MKTP.CD","Liberia","LBR",2.053e+09
"GDP (current US$)","NY.GDP.MKTP.CD","Libya","LBY",34699395523.6073
"GDP (current US$)","NY.GDP.MKTP.CD","Lithuania","LTU",41170728956.4157
"GDP (current US$)","NY.GDP.MKTP.CD","Luxembourg","LUX",57793612066.0974
"GDP (current US$)","NY.GDP.MKTP.CD","Macedonia, FYR","MKD",10086021261.4631
"GDP (current US$)","NY.GDP.MKTP.CD","Malawi","MWI",6403820949.24856
"GDP (current US$)","NY.GDP.MKTP.CD","Malaysia","MYS",296283190372.552
"GDP (current US$)","NY.GDP.MKTP.CD","Mali","MLI",12746688961.7795
"GDP (current US$)","NY.GDP.MKTP.CD","Mauritania","MRT",5442297174.11121
"GDP (current US$)","NY.GDP.MKTP.CD","Mauritius","MUS",11681761261.0428
"GDP (current US$)","NY.GDP.MKTP.CD","Moldova","MDA",6568288861.76807
"GDP (current US$)","NY.GDP.MKTP.CD","Mozambique","MOZ",14807075727.4667
"GDP (current US$)","NY.GDP.MKTP.CD","Namibia","NAM",11491507355.6498
"GDP (current US$)","NY.GDP.MKTP.CD","Netherlands","NLD",750283908173.45
"GDP (current US$)","NY.GDP.MKTP.CD","New Zealand","NZL",173754075210.516
"GDP (current US$)","NY.GDP.MKTP.CD","Norway","NOR",386578443732.562
"GDP (current US$)","NY.GDP.MKTP.CD","Oman","OMN",69830949284.7854
"GDP (current US$)","NY.GDP.MKTP.CD","Panama","PAN",52132289747.1731
"GDP (current US$)","NY.GDP.MKTP.CD","Papua New Guinea","PNG",16928680397.4185
"GDP (current US$)","NY.GDP.MKTP.CD","Poland","POL",477066454436.928
"GDP (current US$)","NY.GDP.MKTP.CD","Portugal","PRT",198923264943.995
"GDP (current US$)","NY.GDP.MKTP.CD","Puerto Rico","PRI",103134778000
"GDP (current US$)","NY.GDP.MKTP.CD","Qatar","QAT",164641483516.484
"GDP (current US$)","NY.GDP.MKTP.CD","Russian Federation","RUS",1331207745853.38
"GDP (current US$)","NY.GDP.MKTP.CD","Samoa","WSM",761037916.35753
"GDP (current US$)","NY.GDP.MKTP.CD","Sao Tome and Principe","STP",317696178.686716
"GDP (current US$)","NY.GDP.MKTP.CD","Saudi Arabia","SAU",646001866666.667
"GDP (current US$)","NY.GDP.MKTP.CD","Serbia","SRB",37160332465.1645
"GDP (current US$)","NY.GDP.MKTP.CD","Sierra Leone","SLE",4214779784.51914
"GDP (current US$)","NY.GDP.MKTP.CD","Slovak Republic","SVK",87263622047.2441
"GDP (current US$)","NY.GDP.MKTP.CD","Slovenia","SVN",42774769768.2156
"GDP (current US$)","NY.GDP.MKTP.CD","Solomon Islands","SLB",1129164718.81436
"GDP (current US$)","NY.GDP.MKTP.CD","South Africa","ZAF",314571945857.401
"GDP (current US$)","NY.GDP.MKTP.CD","Spain","ESP",1199057336142.84
